% parameter values,,,,,,,,,,,,,
frameNumber,ancestors,birthframe,box,descendants,divisions,mesh,length,area,polarity,signal0,spots,objects,cellId;
#56, ,1,1;24;59;90, , ,18.8141 17.4044 17.1397 17.4379 17.8567 18.3557 18.8879 19.4379 20.0096 20.5688 21.0851 21.5322 21.9516 22.3769 22.8114 23.2522 23.6848 24.1295 24.5963 25.0577 25.4967 25.9148 26.2646 26.4907 26.6391 26.7284 26.751 26.704 26.6194 26.5371 26.4433 26.3822 26.3105 26.2012 26.05 25.8719 25.6929 25.5125 25.3123 25.1026 24.9047 24.739 24.6029 24.4765 24.382 24.337 24.3255 24.4057 24.7475 25.8778 27.355 ;48.0329 49.8492 51.5468 52.6523 53.6205 54.4779 55.2654 55.9942 56.6597 57.298 57.9398 58.609 59.2741 59.9193 60.5541 61.1904 61.8425 62.5031 63.1716 63.8636 64.5865 65.339 66.1321 66.9721 67.8354 68.7094 69.5874 70.4611 71.3182 72.1517 72.9641 73.7584 74.543 75.3221 76.0996 76.8828 77.6833 78.5071 79.3524 80.2203 81.1133 82.0337 82.9779 83.9373 84.9162 85.9178 86.9343 87.9811 89.1077 90.4765 91.6479 ;18.8141 19.8718 21.7782 23.014 24.1199 25.1267 26.0425 26.9453 27.8212 28.6832 29.5284 30.3414 31.101 31.7927 32.3921 32.9014 33.3787 33.7938 34.173 34.4397 34.6087 34.7431 34.9021 35.1304 35.4173 35.6813 36.0106 36.4206 36.7642 37.0749 37.267 37.3499 37.3644 37.3554 37.255 37.0282 36.7355 36.4296 36.0825 35.7446 35.4389 35.1017 34.6565 34.1958 33.7025 33.1553 32.5067 31.746 30.826 29.6549 27.355 ; 48.0329 47.1918 46.5303 46.5918 46.8181 47.1952 47.7231 48.3205 49.001 49.7476 50.5569 51.4329 52.3784 53.388 54.462 55.5829 56.7075 57.8492 58.9921 60.1656 61.3537 62.5284 63.6736 64.7852 65.8765 66.9731 68.0631 69.156 70.28 71.4315 72.6135 73.8152 75.0264 76.2421 77.4495 78.6294 79.7764 80.8942 81.9753 83.032 84.0744 85.0881 86.0504 86.9879 87.8955 88.7664 89.586 90.3536 91.06 91.6836 91.6479,48.8913,479.872,1, , , ,2
#56, ,1,13;25;61;94, , ,37.8773 39.0759 40.9375 42.0982 43.0516 43.9132 44.7203 45.4812 46.1846 46.8048 47.3612 47.8886 48.2905 48.6044 48.9281 49.2232 49.4524 49.653 49.834 49.9869 50.0518 49.9994 49.9076 49.8252 49.762 49.7527 49.8368 50.0063 50.2231 50.4447 50.6428 50.7937 50.8749 50.9033 50.8339 50.6717 50.4732 50.2578 49.9715 49.6159 49.2594 48.8725 48.4007 47.9124 47.4008 46.8446 46.1955 45.4768 44.7014 43.8633 42.9553 41.9429 40.633 37.7912 ;96.5009 96.9543 96.9296 96.4733 95.8759 95.1968 94.451 93.6403 92.7604 91.8049 90.7937 89.7513 88.646 87.5069 86.3757 85.2396 84.0913 82.9446 81.8037 80.6686 79.5335 78.4017 77.2862 76.1906 75.1119 74.0463 72.9873 71.9255 70.8526 69.7636 68.6575 67.5364 66.405 65.2658 64.1272 62.9935 61.8595 60.7222 59.5945 58.4823 57.3713 56.27 55.1996 54.1416 53.1007 52.0891 51.1351 50.2367 49.3952 48.6207 47.9211 47.3169 46.9201 47.4802 ;37.8773 36.7372 35.8057 35.7489 35.8815 36.17 36.4478 36.7154 36.9818 37.2526 37.4953 37.7754 38.0913 38.3538 38.5988 38.8786 39.1216 39.3088 39.459 39.6005 39.7883 40.0091 40.1908 40.3132 40.3815 40.4203 40.4257 40.3682 40.2585 40.0405 39.757 39.478 39.1796 38.9109 38.7194 38.5793 38.4551 38.319 38.1394 37.9335 37.7393 37.5523 37.3532 37.1239 36.8456 36.6241 36.4443 36.2696 36.0735 35.8694 35.7326 35.7007 35.8258 37.7912 ; 96.5009 95.524 93.79 92.5925 91.5238 90.5736 89.648 88.7516 87.8894 87.0608 86.2445 85.4645 84.7095 83.9374 83.1592 82.387 81.5968 80.7847 79.9554 79.1135 78.2641 77.4004 76.5136 75.6049 74.679 73.7423 72.8009 71.8615 70.9313 70.0165 69.1213 68.244 67.3849 66.5384 65.6954 64.8542 64.0171 63.1875 62.3722 61.5671 60.7603 59.9503 59.1409 58.3368 57.5451 56.7187 55.856 54.9677 54.0632 53.1328 52.1315 51.0361 49.8188 47.4802,52.1928,527.974,1, , , ,3
#56, ,1,22;1;71;66, , ,47.0182 50.3445 51.6855 52.672 53.5199 54.2991 55.0318 55.6728 56.2599 56.8196 57.378 57.9428 58.4794 59.0154 59.5602 60.1493 60.7611 61.4029 62.0558 62.708 63.3647 64.007 64.6329 65.2485 65.8639 66.4912 67.1236 67.74 68.3411 68.8995 69.4086 69.8599 70.2364 70.3375 68.4984 ;43.1443 44.3342 44.0446 43.5106 42.8858 42.219 41.5239 40.7686 39.9804 39.1796 38.3866 37.6081 36.8191 36.0383 35.2703 34.539 33.8257 33.1331 32.4437 31.746 31.0453 30.327 29.5931 28.852 28.1145 27.3912 26.675 25.9441 25.196 24.4003 23.5457 22.6196 21.6032 20.2968 17.0422 ;47.0182 44.9869 44.6692 44.6831 44.9079 45.3214 45.7668 46.2666 46.8273 47.4071 47.9767 48.5695 49.1826 49.8128 50.4927 51.1457 51.7901 52.4654 53.1347 53.8023 54.4833 55.1544 55.8037 56.4801 57.1856 57.9029 58.6298 59.3741 60.1523 60.9879 61.9019 62.8868 64.0397 65.3948 68.4984 ; 43.1443 40.6348 39.2064 38.0062 36.9458 36.0094 35.0905 34.2053 33.3573 32.5159 31.6582 30.8066 29.9595 29.1155 28.3026 27.4664 26.6236 25.8097 24.9981 24.1934 23.4075 22.6185 21.8114 21.0256 20.2617 19.5048 18.7547 18.021 17.3222 16.6855 16.1368 15.6734 15.3946 15.3331 17.0422,33.9153,358.883,1, , , ,4
#56, ,1,64;70;79;96, , ,86.0926 86.525 88.0283 89.2475 90.3766 91.4827 92.5519 93.6178 94.6791 95.7384 96.7952 97.8515 98.9247 99.9929 101.074 102.119 103.144 104.091 104.968 105.795 106.584 107.359 108.147 108.951 109.756 110.561 111.367 112.18 113.003 113.79 114.5 115.127 115.67 116.145 116.542 116.906 117.173 117.433 117.755 118.165 118.619 119.086 119.468 119.844 120.11 120.241 120.325 120.355 120.298 120.216 120.166 120.093 119.884 119.53 119.128 118.665 118.089 117.508 116.916 116.153 115.333 114.444 113.459 112.308 110.167 ;140.939 141.709 142.939 143.382 143.567 143.671 143.647 143.575 143.438 143.232 142.952 142.603 142.227 141.78 141.307 140.729 140.096 139.341 138.506 137.642 136.768 135.915 135.103 134.322 133.546 132.764 131.968 131.159 130.329 129.438 128.463 127.416 126.315 125.185 124.034 122.892 121.737 120.608 119.523 118.477 117.442 116.399 115.318 114.213 113.065 111.878 110.673 109.457 108.233 107.009 105.78 104.545 103.324 102.138 100.984 99.8722 98.8272 97.8199 96.8507 95.9875 95.1877 94.4521 93.7853 93.2096 93.1045 ;86.0926 85.8746 86.2279 86.9186 87.6572 88.415 89.2267 90.0497 90.8698 91.6887 92.5029 93.2922 94.0454 94.786 95.4919 96.1912 96.8683 97.5558 98.2549 98.9348 99.6056 100.271 100.937 101.588 102.204 102.778 103.353 103.906 104.43 104.943 105.431 105.891 106.334 106.766 107.177 107.545 107.862 108.141 108.355 108.518 108.651 108.769 108.882 108.984 109.128 109.253 109.339 109.396 109.422 109.415 109.386 109.331 109.24 109.102 108.939 108.8 108.689 108.577 108.451 108.314 108.19 108.147 108.265 108.553 110.167 ; 140.939 139.907 137.949 136.924 136.035 135.212 134.561 133.978 133.44 132.961 132.539 132.126 131.697 131.302 130.888 130.497 130.085 129.69 129.292 128.837 128.337 127.8 127.238 126.645 126.012 125.345 124.695 124.048 123.403 122.777 122.154 121.527 120.892 120.242 119.564 118.844 118.079 117.276 116.431 115.561 114.68 113.805 112.945 112.102 111.29 110.492 109.706 108.93 108.163 107.402 106.646 105.895 105.147 104.398 103.639 102.85 102.021 101.155 100.257 99.3271 98.3562 97.3171 96.1798 94.9484 93.1045,63.1394,633.139,1, , , ,6
#56,7,55,69;56;60;79, , ,103.865 105.155 105.821 106.135 106.192 106.14 106.031 105.846 105.659 105.465 105.268 105.078 104.868 104.694 104.574 104.491 104.439 104.407 104.41 104.44 104.485 104.546 104.62 104.695 104.785 104.92 105.096 105.228 105.315 105.35 105.26 105.073 104.555 102.419 101.166 99.3395 ;112.561 111.132 109.717 108.464 107.333 106.266 105.244 104.282 103.35 102.451 101.584 100.747 99.9477 99.1668 98.4011 97.6542 96.9245 96.2069 95.49 94.7648 94.0228 93.2561 92.4581 91.6225 90.7465 89.8308 88.8733 87.8632 86.8056 85.7104 84.5865 83.4608 82.3509 81.2694 80.2756 79.359 ;103.865 101.951 100.682 99.5165 98.5142 97.698 96.9548 96.2507 95.6287 95.0575 94.5284 94.0462 93.5977 93.1569 92.7523 92.3865 92.0345 91.7965 91.7159 91.676 91.657 91.7315 91.8297 91.94 92.1349 92.3964 92.6545 92.8827 93.2148 93.5639 93.9514 94.4183 95.0074 95.8513 97.0705 99.3395 ; 112.561 112.627 112.12 111.566 110.932 110.197 109.408 108.575 107.677 106.727 105.731 104.689 103.607 102.494 101.34 100.15 98.9303 97.6736 96.3957 95.1258 93.8724 92.6445 91.4501 90.2934 89.189 88.1439 87.153 86.2119 85.3323 84.4909 83.6731 82.8601 82.0276 81.1555 80.2413 79.359,34.6783,364.273,2, , , ,16
#56,7,55,78;42;73;62, , ,128.495 127.718 126.637 125.586 124.535 123.466 122.375 121.256 120.112 118.955 117.79 116.618 115.449 114.282 113.145 112.028 110.914 109.889 108.939 108.051 107.209 106.428 105.694 104.991 104.308 103.632 102.954 102.265 101.551 100.904 100.381 ;69.1996 67.3064 66.1531 65.4898 65.0166 64.611 64.325 64.1338 64.051 64.1021 64.2364 64.4146 64.6453 64.8921 65.2242 65.5745 65.8731 66.3187 66.8335 67.3665 67.8693 68.3879 68.9106 69.4345 69.9869 70.606 71.3492 72.2459 73.2008 74.5461 76.1765 ;128.495 128 127.08 126.147 125.21 124.276 123.374 122.5 121.657 120.845 120.056 119.279 118.509 117.748 116.988 116.212 115.43 114.63 113.776 112.879 111.937 110.946 109.915 108.817 107.666 106.456 105.052 103.883 102.649 101.548 100.381 ; 69.1996 71.3809 72.5454 73.4611 74.1202 74.4943 74.8923 75.2096 75.4888 75.7655 76.0336 76.2816 76.5284 76.8056 77.1066 77.41 77.76 78.1455 78.5018 78.8696 79.2519 79.6327 80.0237 80.3176 80.4759 80.3718 79.329 78.8651 77.9059 77.3737 76.1765,29.3942,295.612,1, , , ,15
#56, ,1,82;113;61;87, , ,116.154 114.69 113.265 112.254 111.393 110.602 109.845 109.135 108.491 107.881 107.287 106.753 106.275 105.857 105.527 105.23 105.003 104.855 104.723 104.607 104.511 104.433 104.402 104.426 104.471 104.564 104.697 104.843 105.076 105.382 105.645 105.816 105.916 105.99 106.092 106.25 106.47 106.73 107.02 107.387 107.782 108.168 108.614 109.104 109.645 110.266 110.973 111.718 112.618 113.899 116.37 116.521 ;134.754 134.759 135.309 136.003 136.748 137.518 138.302 139.113 139.965 140.853 141.775 142.748 143.771 144.838 145.95 147.082 148.236 149.404 150.567 151.724 152.875 154.021 155.164 156.303 157.437 158.567 159.691 160.812 161.923 163.02 164.114 165.217 166.335 167.467 168.604 169.736 170.851 171.945 173.014 174.033 175.014 175.967 176.872 177.737 178.57 179.368 180.142 180.914 181.66 182.322 182.683 182.672 ;116.154 117.202 118.137 118.449 118.684 118.87 118.938 118.901 118.803 118.683 118.55 118.413 118.276 118.139 118.004 117.867 117.733 117.625 117.541 117.471 117.414 117.365 117.304 117.239 117.192 117.141 117.066 116.992 116.945 116.929 116.948 117.021 117.165 117.367 117.607 117.9 118.22 118.532 118.867 119.203 119.485 119.78 120.059 120.203 120.316 120.354 120.302 120.114 119.665 118.685 117.126 116.521 ; 134.754 135.661 137.06 138.24 139.395 140.534 141.628 142.674 143.681 144.656 145.597 146.506 147.385 148.237 149.069 149.886 150.696 151.511 152.334 153.166 154.006 154.855 155.709 156.57 157.436 158.306 159.181 160.06 160.942 161.825 162.708 163.586 164.45 165.298 166.13 166.947 167.758 168.58 169.412 170.267 171.168 172.095 173.056 174.086 175.143 176.232 177.349 178.495 179.698 181.021 182.48 182.672,49.7609,544.319,1, , , ,8
#56, ,1,120;28;61;88, , ,144.749 147.604 148.769 149.756 150.607 151.361 152.084 152.749 153.344 153.879 154.39 154.88 155.271 155.691 156.026 156.264 156.455 156.595 156.683 156.775 156.87 156.948 157.021 157.098 157.158 157.217 157.307 157.438 157.607 157.804 157.978 158.062 158.064 157.993 157.8 157.527 157.169 156.751 156.289 155.734 155.084 154.356 153.504 152.481 151.139 148.741 ;93.4721 93.7292 93.1786 92.5466 91.846 91.0876 90.2957 89.4519 88.5497 87.5946 86.6052 85.585 84.5114 83.4359 82.326 81.1895 80.0504 78.9139 77.7841 76.6723 75.576 74.4887 73.4087 72.3332 71.2559 70.1756 69.0911 67.9976 66.8882 65.7564 64.5987 63.4199 62.2284 61.0331 59.852 58.694 57.5728 56.4941 55.4615 54.4916 53.5872 52.7398 51.9529 51.2279 50.5937 50.326 ;144.749 142.663 142.179 142.098 142.129 142.268 142.449 142.657 142.901 143.181 143.449 143.674 143.916 144.168 144.386 144.59 144.811 145.03 145.235 145.423 145.598 145.759 145.916 146.077 146.21 146.283 146.313 146.312 146.274 146.165 145.987 145.814 145.67 145.545 145.435 145.342 145.236 145.098 144.987 144.887 144.809 144.842 144.943 145.325 146.396 148.741 ; 93.4721 91.4051 90.0731 88.9278 87.8381 86.8108 85.8221 84.8693 83.9597 83.0916 82.2427 81.3985 80.5789 79.774 78.9645 78.1509 77.3343 76.5038 75.6542 74.7848 73.898 72.9971 72.087 71.1729 70.2557 69.3372 68.424 67.5223 66.6369 65.7723 64.9333 64.1184 63.32 62.5296 61.7376 60.9333 60.1123 59.2725 58.395 57.4804 56.5252 55.5073 54.4469 53.2939 51.9467 50.326,44.8787,478.266,1, , , ,9
#56, ,1,134;43;61;97, , ,161.251 159.914 159.591 159.331 159.107 158.971 158.941 159.04 159.195 159.367 159.497 159.643 159.772 159.905 160.038 160.161 160.277 160.366 160.434 160.51 160.584 160.651 160.721 160.791 160.824 160.821 160.746 160.589 160.357 160.068 159.827 159.629 159.419 159.191 158.977 158.814 158.675 158.495 158.259 158.002 157.797 157.625 157.459 157.303 157.112 156.906 156.703 156.521 156.417 156.357 156.329 156.399 156.605 157.027 159.31 ;65.0391 66.4584 67.6559 68.8262 69.9777 71.0895 72.1523 73.1535 74.116 75.0507 75.9752 76.8682 77.7399 78.5847 79.407 80.2136 81.0105 81.8085 82.6137 83.431 84.2677 85.1278 86.0131 86.9236 87.8541 88.7974 89.7444 90.6875 91.6218 92.5455 93.4664 94.3854 95.2978 96.2023 97.1016 97.9996 98.8915 99.7654 100.617 101.453 102.293 103.138 103.986 104.842 105.695 106.555 107.434 108.342 109.306 110.311 111.35 112.447 113.614 114.881 116.928 ;161.251 163.099 164.27 165.258 166.106 166.862 167.579 168.231 168.815 169.332 169.837 170.302 170.745 171.167 171.52 171.833 172.055 172.203 172.262 172.26 172.238 172.135 171.923 171.719 171.595 171.551 171.586 171.683 171.817 171.929 171.988 171.973 171.907 171.837 171.769 171.666 171.525 171.373 171.224 171.033 170.743 170.4 170.049 169.636 169.2 168.718 168.133 167.506 166.827 166.087 165.3 164.43 163.427 162.161 159.31 ; 65.0391 65.2277 65.8488 66.5434 67.2972 68.0921 68.9097 69.7647 70.6625 71.6057 72.5762 73.5845 74.6245 75.6951 76.8066 77.9457 79.1147 80.2984 81.4863 82.6644 83.8236 84.9625 86.0755 87.1617 88.2291 89.2867 90.3428 91.403 92.4703 93.5424 94.6163 95.6886 96.7598 97.8344 98.9151 99.9987 101.087 102.184 103.293 104.405 105.5 106.584 107.665 108.724 109.769 110.786 111.747 112.667 113.542 114.367 115.153 115.886 116.55 117.094 116.928,53.8158,582.006,1, , , ,10
#56, ,1,152;11;83;60, , ,175.865 176.67 178.338 179.544 180.677 181.744 182.747 183.695 184.602 185.479 186.332 187.15 187.947 188.725 189.495 190.26 191.018 191.785 192.561 193.339 194.116 194.891 195.664 196.432 197.195 197.95 198.701 199.463 200.243 201.038 201.847 202.677 203.535 204.445 205.406 206.41 207.488 208.66 209.999 212.095 ;44.6201 46.044 47.4225 47.7107 47.854 47.8895 47.8409 47.7387 47.6175 47.5084 47.4242 47.3249 47.2388 47.1457 47.0677 46.9786 46.829 46.7179 46.6656 46.6568 46.6666 46.6717 46.6805 46.7169 46.7874 46.9002 47.0476 47.1879 47.3185 47.4679 47.6543 47.8595 48.0743 48.2492 48.3855 48.496 48.5056 48.3627 47.9054 45.8987 ;175.865 175.261 175.689 176.273 176.942 177.69 178.533 179.442 180.387 181.395 182.438 183.528 184.661 185.843 187.054 188.273 189.497 190.723 191.943 193.161 194.38 195.598 196.814 198.032 199.25 200.456 201.644 202.809 203.936 205.029 206.084 207.087 208.039 208.932 209.767 210.545 211.242 211.849 212.31 212.095 ; 44.6201 42.7208 41.1777 40.0039 39.002 38.1347 37.4233 36.7923 36.1672 35.6189 35.074 34.5838 34.1566 33.8516 33.6533 33.504 33.4134 33.3955 33.3848 33.3529 33.3882 33.4723 33.618 33.7664 33.9467 34.2065 34.536 34.9197 35.3809 35.8857 36.4241 37.0201 37.6611 38.3562 39.1036 39.9062 40.8265 41.8908 43.227 45.8987,38.2739,434.162,1, , , ,11
#56, ,1,171;106;89;65, , ,193.483 194.321 195.376 196.403 197.417 198.424 199.425 200.412 201.385 202.34 203.28 204.206 205.116 206.01 206.889 207.755 208.609 209.452 210.29 211.125 211.959 212.795 213.64 214.498 215.375 216.267 217.161 218.041 218.911 219.767 220.603 221.428 222.252 223.066 223.873 224.679 225.477 226.258 227.025 227.792 228.582 229.405 230.246 231.133 232.096 233.173 234.421 236.968 ;135.347 137.037 138.701 139.522 139.944 140.237 140.528 140.774 140.989 141.118 141.211 141.287 141.349 141.418 141.499 141.554 141.6 141.662 141.731 141.808 141.911 142.042 142.183 142.324 142.448 142.569 142.727 142.948 143.213 143.513 143.856 144.209 144.536 144.859 145.17 145.463 145.761 146.087 146.444 146.812 147.169 147.51 147.861 148.194 148.471 148.647 148.644 146.916 ;193.483 194.121 195.026 195.941 196.872 197.821 198.788 199.778 200.792 201.83 202.885 203.958 205.049 206.155 207.276 208.41 209.553 210.699 211.847 212.996 214.133 215.249 216.347 217.424 218.473 219.506 220.536 221.571 222.606 223.638 224.683 225.733 226.77 227.813 228.834 229.84 230.839 231.81 232.753 233.66 234.52 235.336 236.1 236.77 237.298 237.719 237.928 236.968 ; 135.347 133.106 131.902 131.002 130.401 129.93 129.507 129.149 128.868 128.678 128.532 128.393 128.303 128.265 128.238 128.232 128.294 128.437 128.596 128.764 128.999 129.311 129.649 130.012 130.43 130.856 131.253 131.614 131.968 132.335 132.677 133.023 133.429 133.847 134.341 134.888 135.459 136.09 136.762 137.477 138.238 139.028 139.852 140.757 141.797 142.922 144.272 146.916,46.5632,517.538,1, , , ,12
#56, ,1,190;12;70;93, , ,211.922 212.06 213.025 214.006 215.012 216.052 217.125 218.232 219.37 220.533 221.717 222.919 224.129 225.332 226.515 227.684 228.819 229.917 231.001 232.07 233.124 234.163 235.176 236.169 237.141 238.078 238.999 239.936 240.841 241.708 242.555 243.379 244.154 244.881 245.586 246.236 246.818 247.335 247.806 248.198 248.555 248.973 249.436 249.949 250.526 251.137 251.733 252.272 252.793 253.233 253.564 253.892 254.065 254.215 254.303 254.294 254.211 254.072 253.872 253.624 253.371 253.057 252.623 252.05 251.295 250.384 248.11 248.06 ;76.5095 77.0422 78.9311 80.1091 80.9148 81.4432 81.8098 82.0749 82.2327 82.2662 82.2262 82.1446 81.9908 81.7477 81.4156 81.0452 80.5972 80.0837 79.5758 79.0584 78.5254 77.9731 77.3771 76.7512 76.0946 75.3894 74.6661 73.96 73.2047 72.3966 71.5602 70.693 69.7734 68.8108 67.8332 66.8165 65.7606 64.6754 63.5811 62.4627 61.352 60.2941 59.2712 58.2764 57.3062 56.3387 55.3488 54.3181 53.2587 52.1535 51.0039 49.8425 48.6518 47.4668 46.2906 45.1294 43.9923 42.8836 41.8046 40.7553 39.7316 38.7281 37.7391 36.7572 35.7754 34.7881 33.7969 33.7907 ;211.922 212.073 213.062 214.041 215 215.933 216.836 217.709 218.556 219.378 220.175 220.941 221.687 222.422 223.153 223.877 224.608 225.346 226.08 226.822 227.571 228.308 229.035 229.753 230.447 231.133 231.816 232.492 233.145 233.797 234.4 235.008 235.606 236.185 236.742 237.307 237.874 238.433 238.997 239.514 239.962 240.345 240.667 240.896 241.043 241.167 241.274 241.376 241.484 241.602 241.712 241.783 241.821 241.844 241.866 241.926 242.07 242.214 242.335 242.471 242.656 242.897 243.225 243.733 244.45 245.422 247.435 248.06 ; 76.5095 75.2896 73.8072 72.8114 72.0747 71.5545 71.1356 70.8166 70.5852 70.4091 70.2384 70.007 69.7612 69.5256 69.2876 69.0177 68.7492 68.4694 68.145 67.8152 67.48 67.1068 66.7088 66.2913 65.8322 65.3623 64.8887 64.4108 63.9111 63.4186 62.8795 62.3549 61.8251 61.2781 60.7103 60.1433 59.5662 58.9667 58.3499 57.6823 56.956 56.1793 55.3612 54.4973 53.6032 52.7114 51.8302 50.9687 50.1321 49.3193 48.5213 47.7256 46.9278 46.123 45.3047 44.4684 43.6083 42.7171 41.7951 40.8443 39.8675 38.8702 37.8588 36.8395 35.8202 34.8064 33.7983 33.7907,65.5758,710.977,1, , , ,13
#56, ,1,196;65;61;86, , ,231.314 229.09 227.88 226.866 226.016 225.24 224.49 223.798 223.205 222.66 222.108 221.597 221.149 220.76 220.407 220.086 219.861 219.691 219.528 219.376 219.188 219.019 218.91 218.844 218.861 218.896 218.917 219.006 219.142 219.303 219.505 219.769 220.106 220.506 220.892 221.394 221.912 222.481 223.129 223.851 224.647 225.601 226.752 228.248 230.302 ;86.6832 86.7477 87.3189 87.9597 88.6624 89.4021 90.1686 90.9817 91.8603 92.7843 93.7326 94.7235 95.7613 96.8396 97.9451 99.0717 100.226 101.391 102.553 103.714 104.87 106.032 107.202 108.374 109.547 110.717 111.889 113.062 114.236 115.413 116.588 117.752 118.894 120.005 121.096 122.125 123.115 124.053 124.933 125.761 126.543 127.258 127.904 128.435 128.731 ;231.314 232.834 233.675 234.041 234.059 234.009 233.934 233.847 233.738 233.593 233.44 233.275 233.08 232.877 232.714 232.58 232.45 232.335 232.249 232.171 232.111 232.097 232.134 232.192 232.251 232.309 232.361 232.407 232.448 232.488 232.549 232.651 232.772 232.903 233.102 233.308 233.487 233.621 233.686 233.721 233.684 233.485 232.931 231.91 230.302 ; 86.6832 88.1914 89.5642 90.7692 91.8488 92.9024 93.9373 94.9515 95.9357 96.8832 97.8029 98.6934 99.5492 100.382 101.21 102.032 102.848 103.664 104.486 105.31 106.136 106.966 107.796 108.624 109.45 110.275 111.097 111.915 112.729 113.538 114.344 115.143 115.947 116.765 117.586 118.432 119.317 120.251 121.24 122.266 123.338 124.477 125.743 127.164 128.731,43.7333,489.483,1, , , ,14
#57, ,1,1;24;59;90, , ,17.0596 16.4998 16.7479 17.2948 17.8686 18.4748 19.0306 19.5607 20.0569 20.5199 20.9555 21.3699 21.768 22.1869 22.6108 23.0483 23.4922 23.9442 24.4163 24.9095 25.3996 25.8437 26.2084 26.4906 26.6823 26.7477 26.7526 26.7016 26.6229 26.5415 26.4502 26.3425 26.2563 26.1635 26.0474 25.9092 25.73 25.5112 25.2977 25.0758 24.8525 24.6211 24.3738 24.1754 24.0235 23.941 23.928 24.0836 24.5744 25.6539 27.9434 ;49.1932 50.6942 52.4135 53.4868 54.4095 55.1341 55.8085 56.3992 56.946 57.4745 58.0003 58.5332 59.0805 59.621 60.18 60.7575 61.3617 61.992 62.6421 63.3118 64.0094 64.7474 65.5306 66.3515 67.2027 68.0805 68.9595 69.8314 70.686 71.5175 72.327 73.1168 73.8932 74.6646 75.4374 76.2191 77.014 77.8278 78.6759 79.5596 80.4822 81.4403 82.4281 83.4579 84.5202 85.6102 86.7157 87.8435 89.0075 90.2362 91.5967 ;17.0596 17.5484 19.3976 20.747 21.9899 23.1512 24.3237 25.4269 26.519 27.5154 28.4844 29.4305 30.3051 31.0974 31.772 32.3702 32.8758 33.3358 33.6627 33.9717 34.2676 34.464 34.6009 34.7664 35.0503 35.4267 35.7642 36.1424 36.4912 36.8048 37.0743 37.1981 37.2334 37.1777 37.0963 36.9045 36.6374 36.355 36.0175 35.6516 35.2809 34.9053 34.5483 34.1877 33.7831 33.3278 32.8044 32.1414 31.3557 30.2688 27.9434 ; 49.1932 48.5604 47.028 46.5536 46.4016 46.5569 46.8456 47.3793 48.0186 48.8386 49.7093 50.6118 51.5826 52.613 53.7129 54.8373 55.989 57.1369 58.3236 59.4899 60.64 61.808 62.9742 64.1123 65.2088 66.2856 67.3791 68.4793 69.6032 70.7537 71.9324 73.1371 74.354 75.5716 76.7852 77.9752 79.1316 80.2559 81.333 82.364 83.3537 84.3035 85.2236 86.1135 86.9707 87.8048 88.6246 89.4297 90.238 91.0252 91.5967,49.359,477.527,1, , , ,2
#57, ,1,13;24;60;95, , ,37.5733 40.2077 41.5473 42.5041 43.3499 44.1327 44.8762 45.598 46.2729 46.903 47.3924 47.8362 48.2338 48.5366 48.7878 49.0338 49.2677 49.4555 49.5764 49.6395 49.6378 49.6078 49.5376 49.4671 49.4604 49.5058 49.5993 49.7799 49.988 50.1985 50.3744 50.5041 50.5497 50.5314 50.464 50.3348 50.185 49.9426 49.6198 49.2966 48.9337 48.4874 48.0218 47.5425 47.0138 46.4527 45.8525 45.1969 44.4396 43.6117 42.7357 41.7804 40.5598 37.7747 ;96.7169 97.2439 96.8903 96.3004 95.6246 94.8836 94.0864 93.2415 92.337 91.3796 90.3335 89.2552 88.1521 87.0146 85.8663 84.7248 83.5878 82.4484 81.3068 80.1702 79.0416 77.9271 76.825 75.7378 74.666 73.6024 72.54 71.4719 70.3898 69.2895 68.1714 67.0388 65.8993 64.7576 63.6161 62.4793 61.3414 60.2178 59.111 58.0041 56.9078 55.8405 54.7884 53.7526 52.7492 51.7749 50.8356 49.9429 49.1244 48.3682 47.6611 47.0135 46.5156 46.8423 ;37.5733 35.4622 35.2983 35.4237 35.6311 35.9094 36.2148 36.4671 36.6886 36.9983 37.2865 37.549 37.8477 38.1601 38.4196 38.6521 38.9089 39.1439 39.3117 39.4741 39.6816 39.9246 40.1197 40.2144 40.261 40.2795 40.2632 40.2016 40.0934 39.8884 39.6016 39.3333 39.0344 38.7527 38.5232 38.3144 38.1128 37.9302 37.7818 37.644 37.4839 37.282 37.0327 36.7786 36.5561 36.3679 36.149 35.9068 35.6978 35.5356 35.3975 35.4514 35.7297 37.7747 ; 96.7169 94.427 93.1752 92.1017 91.0944 90.1539 89.2587 88.3666 87.4914 86.689 85.8973 85.1094 84.3442 83.5842 82.803 82.0082 81.211 80.3977 79.5595 78.7075 77.8457 76.9701 76.0727 75.1541 74.2232 73.2862 72.3487 71.417 70.4971 69.5948 68.7141 67.8505 67.0045 66.1691 65.3357 64.505 63.6778 62.851 62.0184 61.1826 60.3508 59.5277 58.7136 57.8918 57.0444 56.1655 55.2803 54.3843 53.4485 52.4639 51.4434 50.305 49.0376 46.8423,52.8717,532.231,1, , , ,3
