% parameter values,,,,,,,,,,,,,
frameNumber,ancestors,birthframe,box,descendants,divisions,mesh,length,area,polarity,signal0,spots,objects,cellId;
#92,9,74,119;16;58;71, , ,144.241 142.883 141.816 141.455 141.372 141.44 141.572 141.749 141.97 142.215 142.442 142.638 142.837 143.017 143.195 143.363 143.511 143.652 143.788 143.919 144.052 144.207 144.37 144.55 144.758 145.089 145.518 146.223 149.209 ;38.0884 39.1319 40.713 41.9757 43.1055 44.1492 45.135 46.0635 46.932 47.751 48.5423 49.317 50.0765 50.84 51.6141 52.4083 53.2263 54.066 54.9262 55.8055 56.7024 57.616 58.5467 59.4948 60.4605 61.4437 62.4413 63.454 64.4979 ;144.241 146.011 147.643 148.732 149.649 150.466 151.212 151.9 152.522 153.082 153.587 154.022 154.296 154.412 154.484 154.531 154.584 154.626 154.646 154.627 154.567 154.486 154.344 154.029 153.694 153.337 152.896 152.263 149.209 ; 38.0884 37.717 38.0746 38.6771 39.3635 40.112 40.9202 41.7903 42.7292 43.7352 44.7996 45.9179 47.0983 48.314 49.5204 50.708 51.8719 53.0172 54.1469 55.2627 56.3643 57.4505 58.5213 59.5736 60.606 61.6214 62.6225 63.61 64.4979,27.3442,264.151,1, , , ,29
#92,10,65,133;26;58;76, , ,158.17 156.208 155.578 155.296 155.171 155.137 155.205 155.391 155.725 156.082 156.307 156.441 156.53 156.58 156.614 156.661 156.718 156.772 156.82 156.859 156.882 156.892 156.894 156.858 156.768 156.662 156.603 156.644 156.801 157.051 157.403 157.845 158.221 159.064 159.191 ;48.5045 50.1225 51.3846 52.5396 53.6501 54.729 55.7584 56.7208 57.5985 58.4358 59.2846 60.1298 60.9589 61.7751 62.578 63.3689 64.1545 64.9392 65.7239 66.5092 67.2953 68.0827 68.874 69.6697 70.4697 71.2844 72.1344 73.0416 74.0205 75.0696 76.1951 77.391 78.5884 79.9764 80.1141 ;158.17 160.692 161.758 162.63 163.429 164.174 164.868 165.436 165.928 166.344 166.746 167.158 167.516 167.824 168.057 168.203 168.305 168.369 168.388 168.342 168.26 168.159 167.999 167.724 167.361 166.954 166.446 165.887 165.262 164.465 163.256 161.879 160.75 159.599 159.191 ; 48.5045 48.5405 49.1923 49.9054 50.6418 51.4044 52.2045 53.0796 54.0189 55.0244 56.0721 57.1507 58.2716 59.4241 60.603 61.8004 63.0026 64.2065 65.4123 66.6186 67.8232 69.027 70.2252 71.4027 72.5499 73.6657 74.7305 75.7507 76.7199 77.5999 78.2964 78.8884 79.5444 80.18 80.1141,32.941,309.237,2, , , ,24
#92,10,65,133;58;61;84, , ,158.117 160.173 161.827 162.931 163.894 164.719 165.483 166.181 166.833 167.407 167.906 168.391 168.877 169.327 169.753 170.127 170.39 170.615 170.826 171.009 171.158 171.249 171.307 171.36 171.405 171.434 171.45 171.459 171.462 171.456 171.433 171.393 171.351 171.3 171.212 171.066 170.817 170.432 169.985 169.213 168.225 166.541 166.394 ;118.914 119.382 119.126 118.581 117.95 117.228 116.452 115.618 114.737 113.798 112.809 111.801 110.784 109.742 108.681 107.591 106.46 105.316 104.168 103.014 101.856 100.696 99.5423 98.4013 97.2742 96.1624 95.0684 93.9947 92.9437 91.9175 90.9172 89.9435 88.9952 88.0694 87.1598 86.2564 85.3436 84.4017 83.4234 82.3658 81.2423 79.9951 79.913 ;158.117 156.334 155.658 155.407 155.365 155.467 155.602 155.794 156.034 156.289 156.518 156.699 156.881 157.107 157.354 157.607 157.856 158.108 158.345 158.555 158.745 158.918 159.07 159.182 159.27 159.349 159.398 159.416 159.423 159.424 159.426 159.456 159.49 159.552 159.679 159.876 160.174 160.704 161.59 162.998 164.437 166.043 166.394 ; 118.914 117.425 115.981 114.756 113.647 112.624 111.634 110.692 109.792 108.915 108.044 107.165 106.299 105.461 104.641 103.832 103.031 102.235 101.437 100.633 99.8215 99.0004 98.1659 97.3141 96.4449 95.5578 94.6502 93.7208 92.7687 91.7925 90.7913 89.7652 88.7152 87.6444 86.5592 85.4682 84.3847 83.3372 82.3628 81.5028 80.6889 79.9208 79.913,40.5528,443.579,1, , , ,23
#92, ,1,142;10;95;62, , ,164.684 166.432 167.989 169.205 170.306 171.36 172.345 173.248 174.087 174.908 175.712 176.473 177.217 177.959 178.698 179.433 180.164 180.895 181.638 182.395 183.169 183.962 184.775 185.608 186.462 187.337 188.23 189.138 190.055 190.973 191.885 192.783 193.662 194.521 195.351 196.16 196.958 197.744 198.518 199.289 200.073 200.864 201.656 202.479 203.333 204.209 205.112 206.066 207.049 208.083 209.189 210.42 211.899 213.908 ;45.93 47.6422 48.4091 48.5516 48.4893 48.3721 48.186 47.9198 47.6078 47.3304 47.0897 46.8203 46.5661 46.3557 46.1811 46.0265 45.8687 45.7045 45.5592 45.4412 45.339 45.2359 45.1203 44.9865 44.8032 44.6065 44.4595 44.3531 44.3164 44.3745 44.531 44.7684 45.0594 45.3771 45.7241 46.0594 46.346 46.6199 46.9052 47.1918 47.4578 47.7404 48.0667 48.372 48.6688 48.975 49.2827 49.5423 49.7887 49.9698 50.0293 49.8421 49.1408 47.3409 ;164.684 163.992 164.375 164.785 165.31 165.897 166.589 167.381 168.253 169.202 170.213 171.259 172.372 173.494 174.673 175.867 177.075 178.3 179.529 180.754 181.975 183.183 184.371 185.536 186.684 187.813 188.919 190.006 191.077 192.143 193.214 194.298 195.405 196.528 197.672 198.827 199.975 201.112 202.243 203.362 204.445 205.493 206.511 207.497 208.444 209.347 210.203 211.012 211.769 212.464 213.092 213.645 214.078 213.908 ; 45.93 43.3914 42.1416 40.9509 39.9438 38.9934 38.1543 37.4037 36.7107 36.08 35.4992 34.9266 34.4472 33.9443 33.5588 33.2054 32.8921 32.6649 32.4934 32.3642 32.3262 32.385 32.5053 32.6093 32.762 32.9984 33.311 33.6401 33.9366 34.1653 34.2902 34.3243 34.2734 34.2277 34.1968 34.2328 34.396 34.6575 34.972 35.3249 35.7694 36.2663 36.7886 37.332 37.9021 38.508 39.1534 39.839 40.5793 41.4063 42.3433 43.4301 44.772 47.3409,52.5345,588.816,1, , , ,11
#92,12,77,167;99;76;65, , ,190.549 192.618 193.965 195.134 196.246 197.302 198.292 199.237 200.165 201.054 201.925 202.789 203.627 204.452 205.279 206.099 206.938 207.792 208.65 209.548 210.447 211.36 212.293 213.249 214.221 215.199 216.166 217.079 217.956 218.767 219.47 220.026 220.473 220.646 219.781 ;138.883 141.086 141.408 141.42 141.337 141.167 140.895 140.565 140.23 139.852 139.474 139.115 138.74 138.364 138.006 137.628 137.267 136.902 136.497 136.131 135.715 135.279 134.837 134.401 133.955 133.479 132.951 132.303 131.601 130.816 129.899 128.817 127.636 126.089 123.613 ;190.549 189.785 190.108 190.623 191.243 191.913 192.627 193.386 194.187 195.021 195.869 196.723 197.627 198.556 199.529 200.539 201.56 202.562 203.558 204.52 205.456 206.395 207.301 208.192 209.069 209.927 210.774 211.627 212.489 213.366 214.281 215.275 216.462 217.832 219.781 ; 138.883 136.249 134.831 133.746 132.836 132.003 131.23 130.517 129.853 129.219 128.579 127.915 127.307 126.719 126.203 125.768 125.38 124.989 124.633 124.248 123.859 123.529 123.174 122.841 122.532 122.228 121.945 121.698 121.477 121.27 121.103 121.027 121.215 121.645 123.613,33.085,369.63,2, , , ,32
#92,12,77,199;107;60;68, , ,232.618 233.852 235.257 236.051 236.345 236.559 236.682 236.685 236.576 236.405 236.163 235.801 235.436 235.074 234.597 234.113 233.598 233.054 232.496 231.88 231.131 230.25 229.16 227.966 226.572 223.748 ;152.426 151.854 150.59 149.419 148.313 147.193 146.061 144.928 143.797 142.664 141.536 140.441 139.347 138.254 137.216 136.194 135.201 134.238 133.297 132.404 131.603 130.899 130.341 129.866 129.523 130.044 ;232.618 231.205 229.744 228.754 227.94 227.243 226.653 226.161 225.738 225.361 225.009 224.66 224.29 223.901 223.514 223.122 222.746 222.372 222.015 221.713 221.455 221.27 221.254 221.409 221.752 223.748 ; 152.426 152.326 151.577 150.758 149.932 149.114 148.307 147.506 146.715 145.931 145.154 144.383 143.622 142.865 142.101 141.328 140.533 139.721 138.884 137.999 137.071 136.079 134.967 133.733 132.375 130.044,24.3287,239.587,1, , , ,31
#92,13,58,187;28;73;77, , ,209.324 209.352 210.272 211.225 212.211 213.249 214.344 215.494 216.69 217.916 219.143 220.363 221.576 222.734 223.854 224.912 225.944 226.932 227.89 228.837 229.752 230.683 231.587 232.53 233.448 234.389 235.365 236.338 237.338 238.343 239.335 240.329 241.279 242.229 243.145 244.05 244.95 245.812 246.624 247.41 248.189 248.968 249.698 250.433 251.163 251.876 252.548 253.16 253.712 254.179 254.558 254.865 255.109 255.276 255.24 255.048 254.36 254.338 ;76.914 77.7181 79.5588 80.6592 81.5434 82.1707 82.5766 82.8404 82.9878 82.9696 82.7611 82.4704 82.1574 81.6831 81.1689 80.578 80.0157 79.4367 78.8671 78.3389 77.7964 77.3315 76.8426 76.4501 76.0106 75.6101 75.2582 74.8696 74.4947 74.0858 73.6149 73.1135 72.5147 71.9046 71.2396 70.5588 69.8741 69.1422 68.3543 67.5407 66.7239 65.9092 65.0492 64.2001 63.3535 62.4989 61.62 60.7077 59.7666 58.7829 57.7589 56.7066 55.629 54.5108 53.2585 51.9007 50.1936 50.1468 ;209.324 209.422 210.485 211.51 212.496 213.436 214.321 215.155 215.944 216.697 217.431 218.159 218.89 219.633 220.392 221.172 221.973 222.8 223.645 224.5 225.358 226.213 227.078 227.961 228.836 229.697 230.53 231.357 232.152 232.927 233.674 234.412 235.121 235.82 236.498 237.167 237.839 238.533 239.241 239.948 240.642 241.335 241.993 242.629 243.229 243.822 244.412 245.04 245.69 246.37 247.104 247.909 248.792 249.79 250.962 252.304 254.253 254.338 ; 76.914 75.9263 74.0651 73.0508 72.4303 71.9713 71.6559 71.4176 71.225 71.0674 70.9488 70.8467 70.7412 70.6166 70.4571 70.2647 70.0331 69.7722 69.4708 69.1235 68.7238 68.2744 67.8131 67.3698 66.9091 66.4305 65.9193 65.4275 64.9154 64.4088 63.891 63.3926 62.8708 62.3527 61.8108 61.26 60.7153 60.1964 59.69 59.1781 58.646 58.1093 57.5305 56.9255 56.2814 55.6216 54.9489 54.2925 53.6347 52.9775 52.3373 51.726 51.1509 50.6431 50.2491 49.97 50.1189 50.1468,55.0782,554.165,2, , , ,18
#92,13,58,211;5;49;74, , ,249.358 247.549 246.144 245.016 244.168 243.581 243.209 243.057 243.039 242.978 242.762 242.428 242.073 241.68 241.275 240.849 240.435 240.013 239.57 239.084 238.572 238.042 237.482 236.888 236.282 235.689 235.133 234.609 234.113 233.684 233.342 233.285 234.433 ;28.2755 28.8061 29.6322 30.493 31.3714 32.2505 33.1158 33.9682 34.8019 35.5907 36.3061 36.9506 37.5597 38.1397 38.7147 39.2957 39.9162 40.5768 41.2738 41.9871 42.7226 43.4806 44.2426 44.9957 45.7556 46.5405 47.3713 48.2393 49.1399 50.1076 51.1587 52.4774 54.8647 ;249.358 250.581 251.893 252.976 253.43 253.741 253.895 253.901 253.726 253.446 253.133 252.805 252.349 251.837 251.263 250.583 249.819 248.971 248.107 247.295 246.506 245.719 244.936 244.206 243.466 242.667 241.866 241.037 240.108 239.158 238.147 237.034 234.433 ; 28.2755 29.1824 30.3369 31.4652 32.5353 33.6195 34.7244 35.855 37.0022 38.1712 39.3703 40.5984 41.8029 42.9907 44.1429 45.2178 46.2047 47.0863 47.9026 48.7112 49.4981 50.2533 50.9838 51.739 52.468 53.1246 53.7658 54.3677 54.8647 55.333 55.7393 56.0477 54.8647,31.6284,294.761,1, , , ,17
#92,14,90,197;56;63;66, , ,239.813 238.3 236.857 235.621 234.489 233.456 232.49 231.557 230.694 229.839 229.001 228.159 227.311 226.494 225.679 224.884 224.099 223.319 222.596 221.914 221.27 220.681 220.181 219.758 219.428 219.137 218.948 219.006 219.766 ;78.9631 78.3115 78.1661 78.2653 78.4931 78.8495 79.2958 79.7915 80.3742 80.9697 81.5879 82.2008 82.8068 83.4465 84.0879 84.7525 85.4285 86.1088 86.8409 87.6006 88.3799 89.1922 90.0718 91.013 92.0432 93.1233 94.3283 95.8097 98.0033 ;239.813 240.279 240.233 239.909 239.47 238.973 238.436 237.866 237.264 236.648 236.038 235.457 234.861 234.232 233.588 232.927 232.265 231.604 230.922 230.232 229.551 228.833 228.012 227.102 226.067 224.775 223.222 221.586 219.766 ; 78.9631 80.6145 82.0941 83.2471 84.2581 85.1889 86.0613 86.8849 87.6635 88.422 89.1843 89.977 90.754 91.4955 92.2213 92.9278 93.633 94.3398 95.0304 95.7241 96.4406 97.1421 97.7609 98.3073 98.7311 98.8832 98.7418 98.4883 98.0033,27.7442,252.605,2, , , ,34
#92,14,90,195;79;63;72, , ,234.027 234.654 235.332 235.383 235.237 235.035 234.782 234.49 234.102 233.677 233.238 232.806 232.428 232.088 231.747 231.443 231.151 230.855 230.569 230.294 229.991 229.655 229.377 229.08 228.598 228.085 227.456 226.717 225.791 224.201 221.938 219.562 ;127.546 126.624 124.844 123.547 122.403 121.312 120.276 119.292 118.406 117.574 116.78 116.008 115.228 114.453 113.701 112.942 112.182 111.416 110.626 109.805 108.957 108.078 107.129 106.136 105.168 104.179 103.221 102.315 101.527 101.138 101.191 101.413 ;234.027 232.465 231.086 229.929 228.761 227.732 226.779 225.891 225.076 224.331 223.629 222.925 222.157 221.414 220.721 220.074 219.512 218.997 218.515 218.094 217.75 217.478 217.214 217.006 216.851 216.745 216.705 216.736 216.834 217.056 217.638 219.562 ; 127.546 128.322 128.138 127.781 127.429 126.957 126.407 125.783 125.077 124.292 123.45 122.581 121.727 120.825 119.868 118.868 117.82 116.757 115.699 114.644 113.6 112.576 111.602 110.661 109.747 108.848 107.938 106.992 105.986 104.867 103.499 101.413,30.4803,321.725,1, , , ,33
#93,2,60,1;26;57;61, , ,9.84847 11.2919 12.5291 13.604 14.6091 15.5519 16.4269 17.2368 17.9895 18.6941 19.3594 19.996 20.6152 21.2236 21.8287 22.4417 23.0754 23.7379 24.4089 25.1237 25.8846 26.6898 27.533 28.429 29.3649 30.3748 31.5349 34.2273 ;55.7532 57.9075 59.0095 59.3895 59.6044 59.7775 59.9198 60.0419 60.1595 60.2844 60.4161 60.5422 60.671 60.8232 61.0014 61.1973 61.4046 61.6268 61.9143 62.2026 62.495 62.7957 63.112 63.4198 63.7322 64.001 64.1246 62.2537 ;9.84847 10.3474 11.1453 11.9843 12.883 13.8831 14.9707 16.1358 17.3685 18.646 19.9568 21.2853 22.6153 23.9374 25.2344 26.4766 27.6588 28.7718 29.8159 30.7851 31.69 32.512 33.2737 33.9718 34.571 35.0277 35.335 34.2273 ; 55.7532 53.2478 52.1527 51.1871 50.3312 49.7123 49.2365 48.8805 48.6836 48.5728 48.5308 48.6171 48.8133 49.0884 49.4625 49.9732 50.5738 51.2514 51.9824 52.764 53.5716 54.4303 55.3048 56.2014 57.1666 58.2554 59.4831 62.2537,26.8032,261.877,2, , , ,20
#93,2,60,1;42;65;75, , ,21.7878 23.4462 25.1072 26.2781 27.2606 28.1511 28.9773 29.7459 30.4543 31.1048 31.7318 32.3873 33.0511 33.6985 34.3531 35.0209 35.6879 36.354 37.0229 37.6749 38.2993 38.9385 39.5912 40.2207 40.8244 41.4411 42.0457 42.602 43.0722 43.3209 43.4191 43.4002 43.2474 42.935 42.4318 41.5519 40.1658 39.9623 ;93.599 94.3946 94.449 94.1187 93.6501 93.1203 92.5475 91.9302 91.2587 90.5278 89.7623 89.0052 88.2379 87.4389 86.6291 85.8142 84.9835 84.1392 83.2862 82.4111 81.5074 80.605 79.699 78.7632 77.7959 76.8182 75.8146 74.7703 73.6793 72.5084 71.3124 70.119 68.9317 67.7464 66.5528 65.2991 63.9446 63.8916 ;21.7878 20.6232 20.1904 20.192 20.4364 20.7972 21.2899 21.8457 22.4825 23.1656 23.8609 24.5289 25.1885 25.8459 26.4893 27.1228 27.708 28.2478 28.7592 29.2608 29.7419 30.2079 30.6475 31.0686 31.468 31.8346 32.2206 32.5794 32.9123 33.3005 33.7289 34.2139 34.7925 35.538 36.5748 37.6606 39.8423 39.9623 ; 93.599 92.1287 90.4988 89.2081 88.0985 87.0689 86.1374 85.255 84.4447 83.6838 82.9474 82.203 81.4681 80.7484 80.0332 79.3254 78.5926 77.8371 77.0723 76.3118 75.5481 74.7865 74.0221 73.2632 72.5096 71.7565 71.0301 70.3015 69.5653 68.8425 68.1105 67.3625 66.6012 65.8423 65.117 64.3722 63.8684 63.8916,35.4525,332.83,1, , , ,19
#93,3,69,8;54;67;70, , ,30.513 32.4876 33.7983 34.9436 36.0416 37.1173 38.1321 39.131 40.1086 41.0541 41.9506 42.8058 43.6354 44.4292 45.1839 45.891 46.5862 47.2556 47.8897 48.5258 49.1368 49.7043 50.2741 50.8149 51.3331 51.783 52.2072 52.5761 52.8914 53.1474 53.1834 50.7593 ;100.12 101.422 101.599 101.516 101.326 101.055 100.645 100.164 99.6111 98.9841 98.2759 97.5092 96.7125 95.884 95.0277 94.1421 93.2612 92.3743 91.476 90.5951 89.7112 88.8118 87.9294 87.0427 86.1559 85.2377 84.3143 83.3642 82.3855 81.3706 80.2104 77.509 ;30.513 29.6643 30.1176 30.6782 31.2708 31.8565 32.4471 33.0483 33.6229 34.2073 34.8143 35.3847 35.934 36.4902 37.0469 37.6175 38.1833 38.736 39.279 39.8129 40.3745 40.9377 41.48 42.0092 42.5814 43.2341 43.8875 44.5801 45.3489 46.225 47.4573 50.7593 ; 100.12 97.3179 96.2464 95.3424 94.5123 93.7113 92.961 92.2672 91.5767 90.9293 90.3284 89.6979 89.0501 88.4069 87.7558 87.1044 86.4335 85.7362 85.0154 84.2719 83.533 82.7798 81.9978 81.1932 80.4042 79.6564 78.8998 78.1623 77.4708 76.8495 76.4651 77.509,30.778,290.192,2, , , ,26
#93,3,69,8;19;72;79, , ,30.9655 30.3236 30.656 31.1431 31.6987 32.2564 32.7777 33.318 33.8718 34.4452 35.0336 35.6265 36.2142 36.7936 37.3892 37.9771 38.5667 39.1636 39.7348 40.3025 40.873 41.4248 41.9707 42.5438 43.0914 43.621 44.1181 44.5739 45.0461 45.4744 45.9464 46.3565 46.7055 47.11 47.5535 48.0873 48.7739 49.6929 50.8803 52.0944 53.4672 55.3591 55.8412 ;44.1525 45.9733 47.3441 48.4051 49.2731 50.0536 50.8178 51.5022 52.1421 52.7518 53.3548 53.9732 54.6201 55.2979 55.9805 56.6882 57.4076 58.1294 58.8766 59.6241 60.3617 61.1029 61.834 62.5291 63.229 63.9306 64.648 65.3903 66.1271 66.9005 67.6661 68.4864 69.3624 70.2376 71.1216 71.9855 72.7889 73.4769 74.0156 74.5239 74.9346 75.0604 74.8336 ;30.9655 31.9721 33.7021 35.0316 36.2397 37.2904 38.3351 39.3394 40.313 41.2075 42.0524 42.8813 43.6997 44.4881 45.2603 46.0139 46.7471 47.4811 48.2155 48.9546 49.6711 50.387 51.0865 51.7897 52.4421 53.0625 53.6765 54.2642 54.8107 55.3279 55.8279 56.2828 56.7379 57.1426 57.464 57.7181 57.9053 57.9556 57.8869 57.6914 57.248 55.9195 55.8412 ; 44.1525 43.1261 42.0995 41.8169 41.8361 42.2109 42.6675 43.2311 43.8613 44.5961 45.3769 46.1557 46.9253 47.7059 48.484 49.264 50.0503 50.8276 51.6014 52.3731 53.1701 53.9777 54.8113 55.6574 56.5561 57.4886 58.4318 59.3933 60.375 61.3623 62.3424 63.3251 64.2815 65.2346 66.2008 67.1763 68.1704 69.2313 70.3621 71.5729 72.9276 74.762 74.8336,40.658,402.533,1, , , ,25
#93, ,1,22;1;71;66, , ,47.1612 50.0188 51.5058 52.6363 53.5729 54.3657 55.0741 55.7663 56.4218 57.0323 57.6231 58.2059 58.759 59.3174 59.8591 60.4156 61.0107 61.6334 62.2896 62.948 63.5705 64.1918 64.822 65.4522 66.0734 66.6937 67.3143 67.9139 68.4648 68.9948 69.486 69.9195 70.2289 70.2698 68.4317 ;43.3838 44.6368 44.4955 44.0839 43.5235 42.854 42.123 41.3827 40.6188 39.8269 39.0273 38.2301 37.4195 36.6212 35.8168 35.0278 34.2709 33.5368 32.8291 32.1222 31.3855 30.6485 29.9213 29.1983 28.4722 27.7499 27.0309 26.2931 25.5061 24.6901 23.8238 22.8867 21.8149 20.4723 17.3148 ;47.1612 45.2371 44.8897 44.9909 45.2625 45.5999 46.042 46.5514 47.0903 47.6434 48.2159 48.805 49.4055 50.0273 50.7076 51.3687 51.9953 52.6253 53.261 53.8888 54.529 55.1723 55.8146 56.4679 57.1304 57.8003 58.4987 59.2411 60.0419 60.9162 61.8253 62.825 63.9523 65.3157 68.4317 ; 43.3838 41.0757 39.5738 38.4105 37.3783 36.3973 35.4927 34.6347 33.7947 32.9601 32.133 31.3098 30.4862 29.6697 28.8906 28.093 27.2663 26.4411 25.6209 24.7962 23.9827 23.171 22.3558 21.5458 20.7388 19.9334 19.1497 18.4053 17.719 17.111 16.5505 16.0926 15.7736 15.6944 17.3148,33.6995,358.02,1, , , ,4
#93,6,62,63;88;84;78, , ,85.7962 86.8008 88.1468 89.3257 90.423 91.4743 92.5065 93.523 94.5332 95.5446 96.5582 97.5767 98.6044 99.6419 100.68 101.707 102.739 103.777 104.753 105.711 106.629 107.486 108.281 109.041 109.822 110.587 111.345 112.106 112.88 113.637 114.415 115.174 115.932 116.735 117.551 118.353 119.174 119.972 120.722 121.418 122.088 122.694 123.271 123.802 124.274 124.653 124.954 125.181 125.247 125.098 124.679 123.142 ;140.723 142.269 143.033 143.365 143.504 143.541 143.533 143.463 143.337 143.156 142.914 142.613 142.267 141.882 141.443 140.934 140.406 139.864 139.198 138.508 137.773 136.977 136.132 135.283 134.497 133.719 132.958 132.215 131.499 130.774 130.079 129.37 128.658 127.985 127.31 126.601 125.887 125.125 124.3 123.415 122.5 121.535 120.552 119.542 118.504 117.426 116.328 115.217 114.061 112.84 111.53 109.78 ;85.7962 85.5749 86.0224 86.692 87.4451 88.2908 89.1687 90.0687 90.9735 91.8711 92.7558 93.624 94.4791 95.305 96.1018 96.89 97.6565 98.4053 99.1512 99.8871 100.62 101.366 102.115 102.857 103.592 104.342 105.092 105.85 106.547 107.204 107.856 108.502 109.131 109.789 110.432 111.043 111.637 112.198 112.752 113.289 113.795 114.319 114.876 115.454 116.052 116.678 117.365 118.072 118.844 119.701 120.646 123.142 ; 140.723 138.952 137.276 136.179 135.276 134.6 134.006 133.492 133.032 132.609 132.217 131.854 131.526 131.19 130.843 130.523 130.191 129.846 129.505 129.141 128.754 128.36 127.933 127.462 126.946 126.418 125.865 125.3 124.655 123.956 123.245 122.525 121.79 121.091 120.393 119.684 118.984 118.278 117.589 116.902 116.204 115.526 114.872 114.227 113.583 112.938 112.304 111.649 110.993 110.343 109.704 109.78,50.3684,482.477,2, , , ,22
#93,6,62,86;61;57;74, , ,114.463 113.002 112.09 111.301 110.532 109.962 109.646 109.454 109.308 109.223 109.128 108.981 108.89 108.823 108.768 108.76 108.796 108.816 108.847 108.887 108.877 108.863 108.915 108.965 109.076 109.34 109.553 109.838 110.758 112.175 ;83.5636 84.259 85.2639 86.2696 87.2781 88.2888 89.2996 90.3081 91.3117 92.3081 93.2975 94.2799 95.254 96.2185 97.1709 98.1091 99.032 99.9373 100.827 101.706 102.574 103.44 104.326 105.232 106.177 107.191 108.227 109.306 110.567 111.962 ;114.463 115.919 116.87 117.641 118.36 118.873 119.23 119.523 119.749 119.871 119.979 120.08 120.121 120.164 120.214 120.196 120.144 120.097 119.996 119.818 119.652 119.396 118.982 118.522 117.887 116.94 116.016 115.08 113.682 112.175 ; 83.5636 84.2429 85.2366 86.2299 87.2211 88.2107 89.1998 90.191 91.1877 92.1924 93.2047 94.2244 95.2519 96.2879 97.3351 98.395 99.4694 100.561 101.666 102.778 103.9 105.012 106.09 107.138 108.122 108.997 109.838 110.648 111.323 111.962,28.7011,256.418,1, , , ,21
#93,7,55,70;54;65;88, , ,104.759 106.501 107.203 107.441 107.438 107.303 107.082 106.824 106.58 106.345 106.113 105.879 105.658 105.459 105.287 105.142 105.022 104.916 104.82 104.744 104.683 104.631 104.598 104.592 104.603 104.634 104.698 104.802 104.929 105.052 105.142 105.252 105.407 105.632 105.912 106.253 106.579 106.929 107.416 107.876 108.38 108.857 109.345 109.858 110.395 111 111.636 112.176 111.912 ;119.312 117.808 116.399 115.19 114.09 113.059 112.086 111.154 110.241 109.35 108.481 107.633 106.797 105.968 105.143 104.321 103.503 102.691 101.884 101.082 100.282 99.4837 98.6872 97.8933 97.103 96.3166 95.5356 94.763 93.9998 93.2428 92.4853 91.7419 91.0249 90.3494 89.7149 89.1281 88.5393 87.9612 87.4844 86.9666 86.4563 85.8611 85.2043 84.4967 83.7311 82.978 82.1909 81.154 78.6261 ;104.759 102.731 101.328 100.245 99.2843 98.5079 97.8181 97.1708 96.5754 96.0553 95.5871 95.1289 94.713 94.372 94.0025 93.6924 93.3992 93.1292 92.8882 92.753 92.6678 92.6606 92.624 92.6464 92.715 92.8652 93.1034 93.3969 93.6925 94.0546 94.4944 94.9373 95.4827 96.0338 96.6535 97.3129 98.1121 98.9574 99.8459 100.848 101.919 102.998 104.125 105.106 106.385 107.615 108.869 110.164 111.912 ; 119.312 119.511 119.06 118.471 117.825 117.084 116.282 115.434 114.534 113.574 112.57 111.542 110.482 109.385 108.285 107.16 106.022 104.871 103.705 102.516 101.319 100.114 98.9088 97.6979 96.4833 95.2699 94.0648 92.8697 91.676 90.4939 89.3281 88.1558 87.0097 85.8551 84.7199 83.5937 82.5494 81.5442 80.5858 79.759 79.054 78.4222 77.9214 77.2808 77.1791 77.1175 77.2072 77.4545 78.6261,47.6119,479.599,2, , , ,16
